Lat,Lon,Evel
36.01708011043454,-115.08238655371359,209.14178691990674
36.01709660323202,-115.08240302382768,209.141779740341
36.01709690938989,-115.08240248683269,209.14177989494056
36.01708141086037,-115.08238262005054,209.14179515000433
36.01708173578327,-115.08238163561226,209.14179721008986
36.01707968304277,-115.08238649732377,209.14178721420467
36.017096743524824,-115.08240242087312,209.14178003184497
36.017096771530646,-115.0824023013028,209.14178008958697
36.01709674470945,-115.08240226341466,209.1417801277712
36.01707952182442,-115.08238495277438,209.14178827777505
36.01707907852045,-115.08238561537817,209.141786493361
36.017078957815556,-115.08238543878649,209.14178635179996
36.01707981864824,-115.08238629193185,209.14178726170212
36.0170764288012,-115.08238309027814,209.14178880117834
36.01707236484281,-115.08237925526204,209.14179068803787
36.01707984586995,-115.0823861232104,209.14178735017776
36.01707999944509,-115.08238622443214,209.14178752247244
36.01708020781968,-115.0823863813346,209.1417877562344
36.01708028616819,-115.08238639964677,209.1417878549546
36.01708105772509,-115.08238706067964,209.14178767055273
36.017074164325614,-115.0823879285362,209.14179624058306
36.017073027669305,-115.0823882891844,209.14179802779108
36.017071632978556,-115.0823887025024,209.14180014003068
36.017069917843536,-115.08238916672124,209.14180263504386
36.01706784436127,-115.08238972014134,209.14180561713874
36.01706520199028,-115.08239025208171,209.14180924836546
36.01706340972076,-115.08239071698512,209.14181186817586
36.01707987341748,-115.08238659377012,209.1417870381847
36.01707931262675,-115.08238418286992,209.1417888859287
36.01709734917873,-115.08240238522873,209.14177969936281
36.01707954357995,-115.082384345838,209.14178864471614
36.01715068060206,-115.08245351069056,209.1417270731181
36.017151274511,-115.08245360028924,209.14172673691064
36.017151680249306,-115.08245334929508,209.14172668289393
36.0171522356006,-115.08245337273361,209.1417264053598
36.01715081763899,-115.08245316889581,209.14172720070928
36.01715229652257,-115.08245308828899,209.14172653388232
36.01715162108236,-115.0824534411713,209.14172665867954
36.017150718236195,-115.08245357880912,209.1417270163074
36.01715177605245,-115.08245332655036,209.14172664936632
36.0171508364138,-115.08245320347477,209.14172717183828
36.01715062418806,-115.08245340898544,209.14172715786844
36.01715200268611,-115.08245373632758,209.14172631129622
36.017150450363694,-115.08245348907435,209.141727196984
36.017150835567094,-115.08245339706205,209.14172706287354
36.017151547658706,-115.08245311033396,209.14172688312829
36.01715052654534,-115.08245362533793,209.14172708429396
36.017152233761045,-115.08245356634139,209.14172629639506
36.01715158168813,-115.08245356661354,209.14172660838813
36.01715085258687,-115.08245362420942,209.1417269250378
36.01715122161719,-115.08245311146248,209.14172703865916
36.01714675550758,-115.08245528443732,209.1417279848829
36.01715117862333,-115.08245362407335,209.14172677043825
36.01715206453425,-115.08245325824875,209.1417265497148
36.017150302597955,-115.08245282836563,209.14172763936222
36.017150740610646,-115.0824532262195,209.14172720443457
36.017150987863715,-115.08245347597551,209.14172694459558
36.017151487645066,-115.08245339579746,209.14172674994916
36.017150449517,-115.08245368266162,209.14172708708793
36.01715116160862,-115.08245339593354,209.14172690548003
36.01715210208385,-115.0824533274067,209.14172649383545
36.01715142763649,-115.08245368026851,209.14172661863267
36.01715039395476,-115.0824533863768,209.14172728173435
36.0171505292316,-115.08245323814289,209.14172729942948
36.01715229468301,-115.08245328189676,209.14172642771155
36.01715137298764,-115.08245338401015,209.14172681141645
36.01715193461713,-115.08245282575325,209.14172685798258
36.01715039395476,-115.0824533863768,209.14172728173435
36.01715110604638,-115.0824530996487,209.14172710012645
36.017151643461865,-115.08245308758924,209.14172684773803
36.017152143317624,-115.08245300835667,209.1417266530916
36.01715098962381,-115.08245328241465,209.14172705356032
36.01715204927456,-115.08245283754054,209.14172679558396
36.017150987863715,-115.08245347597551,209.14172694459558
36.01715169902411,-115.08245338387404,209.14172665588558
36.017150605333796,-115.08245337445342,209.14172718580812
36.017151568273064,-115.08245295130514,209.14172696135938
36.01715232157555,-115.08245254117254,209.1417268337682
36.01715049335757,-115.08245297646349,209.14172746334225
36.01715098962381,-115.08245328241465,209.14172705356032
36.01715162468201,-115.0824530540027,209.1417268756777
36.0171505292316,-115.08245323814289,209.14172729942948
36.0171522356006,-115.08245337273361,209.1417264053598
36.017151353294395,-115.08245335039716,209.14172683935612
36.01715216209749,-115.0824530419432,209.14172662608325
36.01715089734082,-115.08245291803773,209.1417273040861
36.017152335916784,-115.08245296284673,209.14172658883035
36.01715188894979,-115.0824535318985,209.1417264789343
36.01715037333534,-115.08245354639804,209.14172720070928
36.01715133444012,-115.08245331586514,209.14172686915845
36.01715052654534,-115.08245362533793,209.14172708429396
36.01715158352769,-115.08245337300579,209.14172671642154
36.01715227499483,-115.08245324729135,209.14172645658255
36.01715102725793,-115.08245335053323,209.14172699581832
36.017150449517,-115.08245368266162,209.14172708708793
36.01715200804078,-115.08245315659059,209.14172663446516
36.01715095022958,-115.08245340785693,209.14172700140625
36.01715172139854,-115.08245303128442,209.1417268421501
36.01715029723315,-115.08245341008751,209.14172731526196
36.017150449517,-115.08245368266162,209.14172708708793
36.0171522024795,-115.08245291747286,209.141726677306
36.017150605333796,-115.08245337445342,209.14172718580812
36.01715154589862,-115.0824533038948,209.14172677323222
36.017150603573704,-115.08245356801424,209.14172707870603
36.0171511445939,-115.08245316779373,209.14172704238445
36.017152179112195,-115.08245327008301,209.14172649011016
36.01715114283381,-115.08245336135457,209.14172693528235
36.017151005791824,-115.08245370414176,209.14172680675983
36.01715064120784,-115.08245363613281,209.14172702096403
36.017151412381864,-115.08245325856787,209.1417268635705
36.01715037157525,-115.08245373995886,209.14172709267586
36.017150582954294,-115.08245372803547,209.14172699674964
36.017151122214386,-115.08245352137578,209.14172685425729
36.017150315166326,-115.08245363726132,209.14172717742622
36.01715158352769,-115.08245337300579,209.14172671642154
36.01715062418806,-115.08245340898544,209.14172715786844
36.01715225438046,-115.08245340632016,209.1417263764888
36.01715190956414,-115.0824533728697,209.14172655995935
36.017150993223446,-115.08245289524606,209.14172726962715
36.01715035456054,-115.08245351181905,209.1417272305116
36.0171506842017,-115.08245312352194,209.14172729011625
36.017151063965905,-115.08245361228605,209.14172683190554
36.01715119924275,-115.08245346405211,209.14172684866935
36.01715143123614,-115.08245329309989,209.1417268346995
36.017152004525656,-115.08245354271982,209.14172642026097
36.01715068060206,-115.08245351069056,209.1417270731181
36.01715204215472,-115.08245361183081,209.1417263634503
36.017150453963346,-115.08245310190576,209.14172741305083
36.01715120100283,-115.0824532704913,209.1417269576341
36.01715173849779,-115.08245325838485,209.141726706177
36.017150586553925,-115.08245334086685,209.14172721467912
36.017146908714935,-115.08245555505304,209.14172775764018
36.01715068236215,-115.08245331712972,209.1417271811515
36.0171517555125,-115.08245348652464,209.1417265702039
36.01715141062178,-115.08245345212872,209.14172675367445
36.01715081495274,-115.08245355609084,209.1417269827798
36.01715194711881,-115.08245344103523,209.14172650501132
36.01715177605245,-115.08245332655036,209.14172664936632
36.01715037333534,-115.08245354639804,209.14172720070928
36.01715225888844,-115.08245302017042,209.14172659162432
36.017151006638514,-115.08245351055446,209.14172691479325
36.01715085618651,-115.08245323704081,209.14172714296728
36.01715031692641,-115.08245344370049,209.14172728545964
