Label,PointNum,Distance,Area
2,101,14.759269434870578,0.83689725
2,100,14.59264020949582,0.76463795
2,90,14.42979626959895,0.9095791
2,96,14.280391904218604,0.7654282
2,93,14.156000209425885,0.58230036
2,96,13.994634170501477,0.48023424
2,93,13.885974233353215,0.6161553
2,84,13.708262458645157,0.6398036
2,80,13.56586852992288,0.48490003
2,93,13.406339691806087,0.43852943
2,93,13.260960757234402,0.6215563
2,88,13.126776567593998,0.5658868
2,81,12.951496689802017,0.5850429
2,80,12.802024672410464,0.5422317
2,80,12.678229579026171,0.4724967
2,93,12.53463086331331,0.5092918
2,87,12.400243879592274,0.6483401
2,86,12.253717759838645,0.69897765
2,90,12.104115667550982,0.73407406
2,95,11.983596202221687,0.58642066
2,95,11.829951970917318,0.47128448
2,94,11.692076480753498,0.5195308
2,81,11.559720840380802,0.5554
2,84,11.39661700817109,0.5931674
2,88,11.251975227921958,0.44387913
2,90,11.117258484387289,0.3816741
2,80,10.99156405766454,0.5134021
2,73,10.824011032070697,0.46987522
2,73,10.68311749537086,0.4536836
2,80,10.514974199601857,0.37672955
2,84,10.378238612201969,0.35751462
2,77,10.238556670289537,0.4274879
2,68,10.04225669591503,0.7242443
2,74,9.892588803968783,0.6150284
2,78,9.749976954760601,0.49268112
2,77,9.601090579301665,0.45446017
2,76,9.443295920420352,0.62856215
2,73,9.330804102025953,0.76800364
2,75,9.211233387550237,0.8406307
2,72,9.064187983041812,0.54342496
2,81,8.933524518735142,0.46406052
2,77,8.759250380810991,0.6264029
2,61,8.597976766628886,0.68337905
2,66,8.450529974954245,0.77103597
2,70,8.265217277975836,0.6130497
2,71,8.103407230503894,0.46105382
2,61,8.027417488451443,0.4026911
2,62,7.914099742175041,0.47001263
2,51,7.703137164262963,0.54313034
2,52,7.509055888792454,0.48720163
2,52,7.417824947843149,0.46367523
2,51,7.248566331052688,0.39639205
2,53,7.107208453996588,0.41931596
2,61,6.911780194467374,0.50586665
2,42,6.808273538437793,0.5676028
2,36,6.581324028161333,0.55534166
2,38,6.448561852302142,0.6114454
2,40,6.173309881337901,0.48192886
2,37,5.9669827057261555,0.52927077
2,46,5.924487623151796,0.8704798
2,50,6.180679215655398,0.93700695
2,56,6.131475898386326,0.9902379
2,59,5.999394400510461,0.9552244
2,55,5.894562263385226,0.90111583
2,58,5.810163912745012,0.8333331
2,60,5.833335882237648,0.9016348
2,66,5.811119409993999,0.92506146
2,63,5.757633061617512,0.8121838
2,54,5.740218209851453,0.76088655
2,56,5.601527013095043,0.65002006
2,57,5.549655094670368,0.64376277
2,63,5.542615435340002,0.6917375
2,57,5.486601524403314,0.66222554
2,39,5.512641494057916,0.6300296
2,51,5.3268882304538305,0.55564755
2,52,5.362675424727891,0.5981076
2,55,5.346891228153551,0.6543649
2,60,5.362586670907151,0.55418086
2,56,5.455321840955705,0.6653081
2,57,5.355694382937553,0.51001096
2,55,5.367869109745512,0.5158013
2,61,5.4114550401707655,0.5999118
2,64,5.452160764169307,0.54027337
2,56,5.528937768660407,0.7423362
2,53,5.6301938344424585,0.35376176
2,64,5.693896402076275,0.39517674
2,65,5.753673852715236,0.46827856
2,110,5.835384177851316,2.4887028
2,96,5.871737626621269,2.3131285
2,57,5.953111991906441,0.5997093
2,62,5.991492250666674,0.5192401
2,39,6.0697734821627405,0.30055338
2,106,5.9210786002292,2.6644444
2,89,5.924188704777893,2.3422415
2,36,6.343625980610209,0.40808752
2,43,6.432701695734382,0.4267198
2,52,6.519777807702013,0.4927132
2,56,6.666069012836878,0.8582925
2,34,6.735395690799484,0.40337244
2,83,6.34243967753078,2.993902
2,47,7.060897173931072,0.6479205
2,39,7.171360502046859,0.34137532
2,49,7.265370983514434,0.5500852
2,52,7.37614822612945,0.48510078
2,54,7.490835978938285,0.5205279
2,45,7.604096061888999,1.4744244
2,49,7.707759519144149,0.5341307
2,49,7.817512401451105,0.48652866
2,49,7.966947167304647,0.48540363
2,47,8.08325048988445,0.37357664
2,50,8.233647268685852,0.39424977
2,53,8.350716941914811,0.393552
2,54,8.460845998944945,0.45086333
2,54,8.583785585917601,0.4364107
2,50,8.719625521642902,0.32687026
2,55,8.872560590913862,0.3511491
2,58,9.022643258338917,0.34265324
2,66,9.125745821725204,0.36742392
2,67,9.212889011169231,1.186544
2,66,9.355069087686037,0.46073234
2,100,8.71525872991724,4.7717056
2,65,9.583085565764717,0.39800808
2,67,9.693927542681992,0.4255634
2,61,9.79392123498759,0.45244414
2,59,9.918163470272694,0.7630183
2,57,10.051206583028822,0.6843802
2,57,10.167794129924292,0.55448365
2,53,10.254471215263687,0.4674122
2,52,10.374310579640992,0.41735673
2,52,10.500776353734668,0.6394308
2,46,10.568154294769727,0.61568695
2,46,10.686223351045946,0.614785
2,42,10.851197450164102,0.37207088
2,41,10.955720978949069,0.34972915
2,39,11.074813876756458,0.4341584
2,36,11.216857533871956,0.44964468
2,32,11.364782849545618,0.35270488
2,31,11.492122724150033,0.46563005
2,31,11.61618559698575,0.53406787
2,23,11.71892030720264,0.33123103
2,22,11.84186058175333,0.16775385
2,23,11.97775025759206,0.17328769
2,25,12.114985526267514,0.190158
2,40,12.253008285047889,0.562542
2,37,12.35884664342154,0.44686544
2,30,12.4734540494915,0.51602805
2,31,12.602602694461885,0.57695645
2,32,12.776657832253807,0.4545586
2,32,12.926124290567952,0.38610816
2,33,13.030257131900584,0.49135542
2,33,13.156873607396887,0.4720645
2,24,13.284634285147163,0.38458186
2,26,13.444358851111653,0.40768248
2,30,13.589206680996158,0.4202225
2,29,13.713794369504361,0.33752885
2,30,13.834223349868228,0.41037726
2,30,14.022517374095722,0.35580558
2,27,14.16258590232111,0.34568954
2,31,14.290128217703613,0.34618464
2,29,14.452970852391374,0.6140946
2,26,14.546823520836625,0.37186164
2,30,14.691806561893332,0.3562147
2,28,14.856148590767708,0.37374482
2,33,15.019106332084759,0.48633873
2,35,15.176738833745699,0.4196951
2,24,15.29937718230214,0.42128393
2,27,15.462657149025691,0.44816282
2,31,15.614608206421412,0.60276407
2,33,15.759011641748298,0.45612285
2,34,15.901474751839203,0.4138528
2,31,16.039222414156633,0.53772944
2,30,16.171381703283767,0.47809586
2,33,16.3554352564671,0.38836357
2,30,16.51032898197449,0.21944156
2,31,16.642885209859237,0.29170027
2,27,16.769397672979775,0.34571072
2,27,16.916516495740012,0.3523483
2,24,17.09613192860671,0.19520101
2,28,17.247176191368514,0.2805906
2,29,17.38751607003324,0.26795298
2,26,17.533404999421037,0.26055747
2,26,17.682834211488295,0.21692465
2,24,17.80904447014099,0.198043
2,28,17.94380376714762,0.26909792
2,28,18.062069441715515,0.23417477
2,27,18.19259343585365,0.27111778
2,25,18.336714852632046,0.23086713
2,22,18.46098152955391,0.18754531
2,26,18.588552902445887,0.1937858
2,25,18.7179016323072,0.23078883
2,24,18.84676068851147,0.23983376
2,26,18.982316137135005,0.25361225
2,29,19.124494098490853,0.26234528
2,30,19.2284275256445,0.23251703
2,28,19.335938707386763,0.24435131
2,29,19.44942147313415,0.33090153
2,27,19.5700379489889,0.27286166
2,26,19.694705359376677,0.26839155
2,28,19.82460557395567,0.330946
2,30,19.925883185599158,0.29058033
2,31,20.067460245189274,0.39725903
2,30,20.15879480397575,0.317925
2,28,20.279443740396694,0.3729559
2,28,20.368318280604353,0.3810971
2,29,20.48722223832144,0.31870234
2,30,20.580396180292134,0.34694636
2,32,20.670950575977216,0.3194618
2,30,20.763787200641048,0.37666753
2,30,20.820069844597914,0.3651344
2,33,20.938539136458214,0.4063176
2,30,21.036064480017668,0.40830028
2,33,21.146518844812302,0.40091503
2,29,21.23462492420866,0.43285048
2,29,21.33895686727227,0.44804284
2,27,21.435661112099883,0.43464273
2,29,21.531925148324568,0.416578
2,29,21.60027456240783,0.26756477
2,27,21.690040928496547,0.36707774
2,25,21.79525943240506,0.83426875
2,23,21.80967726287613,0.33253846
2,23,21.869925683124446,0.3477849
2,24,21.92962628826494,0.35085264
2,21,22.00021749279112,0.33335423
2,22,22.08718368109426,0.32637784
2,20,22.136956726599664,0.1746068
2,22,22.20917288560455,0.21172377
2,22,22.288899606590814,0.26644954
2,19,22.335764698199704,0.251451
2,20,22.401510018253234,0.29316738
2,19,22.440160086746047,0.20658115
2,16,22.518010639283176,0.11366629
2,15,22.62299433650602,0.35150683
2,14,22.64380171206292,0.12669916
2,15,22.716513668376923,0.12674335
2,14,22.80601809245082,0.2073842
2,14,22.990166394933855,0.19422565
2,18,23.159423267399013,0.38683844
2,17,23.314601866623544,0.4507318
2,17,23.40980195944986,0.3441146
2,37,22.313326529433144,2.3066497
2,34,34.29590393959519,0.39740717
2,35,34.21084075603075,0.4750604
2,38,34.05694955189526,0.5587455
2,39,33.949689121870655,0.6403433
2,40,33.86776752335616,0.7261473
2,39,33.74553318073375,0.45520416
2,43,33.653402432814126,0.81634945
2,38,33.52160451958362,0.33881432
2,43,33.4076350750424,0.62188935
2,43,33.29861122058486,0.5296219
2,41,33.21591099843287,0.66037714
2,45,33.07007614167318,0.4578586
2,44,32.9659257619432,0.5477091
2,47,32.85538914385748,0.6249829
2,48,32.75057564553026,0.7065165
2,41,32.654175577726654,0.63898396
2,45,32.49999566245243,0.5808223
2,45,32.40733948437914,0.49129266
2,48,32.31499539782653,0.671463
2,39,32.19569969170203,0.5790792
2,47,32.08942065544128,0.5534113
2,43,31.984122153182106,0.58533204
2,48,31.834448340456703,0.46918818
2,44,31.706599293338034,0.36632383
2,48,31.583915265962702,0.38036966
2,47,31.468048440571568,0.5286543
2,45,31.34234280912543,0.53783524
2,45,31.225454025536393,0.54966
2,49,31.094974008891104,0.4154926
2,51,30.96369837671434,0.3403942
2,45,30.87013804822539,0.5793471
2,50,30.723035891787486,0.59692246
2,44,30.574114571391394,0.449122
2,44,30.471716789999093,0.38836518
2,47,30.338556666210923,0.2686536
2,46,30.209182768554882,0.34564713
2,49,30.08189738484599,0.3590271
2,53,29.957269452224484,0.39279148
2,53,29.83882685057765,0.4262424
2,50,29.711315894657346,0.39512393
2,56,29.583290469452628,0.7708866
2,57,29.46094080568676,0.48508775
3,80,28.958304250498372,2.234321
2,45,29.18294688059547,0.34525692
2,50,29.0485264107551,0.4584051
2,51,28.905392056106653,0.376356
2,52,28.787447599563983,0.47279298
2,54,28.632936047044105,0.47290978
2,53,28.535105056913228,0.3440567
2,54,28.400602558637456,1.0051522
3,79,27.806134168559606,2.0030038
2,52,28.167073579988294,0.3425913
2,40,28.031783281788865,0.24002378
2,28,27.88725793630886,0.23584487
2,27,27.710586054173863,0.38464633
2,28,27.601851482101342,0.6999075
2,34,27.476804258002268,0.51708686
2,33,27.351433870148085,0.37610278
2,35,27.24284931989568,0.14720184
2,32,27.096291137130933,0.33743483
2,36,26.7184736609897,0.3709902
2,40,26.320372729338896,1.2846383
2,36,26.214448379405123,0.34204814
2,42,25.794110850029785,0.3412855
2,46,25.661821524744873,0.26955852
2,50,25.545587807172005,0.7217017
2,41,25.39610798508349,0.43763036
2,40,25.242953548937468,0.38252267
2,43,25.115452657954926,0.7911123
2,49,24.977844908294372,0.22305062
2,44,24.84845153827191,0.23925047
2,43,24.710082399697022,0.31835026
2,40,24.565154110491523,0.202544
2,43,24.414599864760728,0.18037967
2,54,24.279360953148366,0.26023263
2,52,24.16075065957812,0.42775884
2,50,24.02515192069674,0.4779646
2,43,23.883197109709393,0.41390646
2,44,23.73602818283032,0.33823955
2,39,23.594967918466104,0.28002176
2,41,23.461561109194786,0.28588104
2,36,23.32951182999289,0.22727686
2,31,23.180826512477523,0.22706208
2,35,23.040622658387694,0.28067967
2,41,22.906388746340607,0.24312542
2,47,22.78596346418999,0.3987731
2,42,22.62679880097745,0.31566226
2,40,22.486854053814362,0.43892258
2,47,22.3261328914679,0.40542728
2,48,22.183226136353568,0.334788
2,46,22.029274090081476,0.40091398
2,41,21.88940003952972,0.40527806
2,43,21.729123393877625,0.36178076
2,53,21.595447779203035,0.3476297
2,54,21.448325695843454,0.34741792
2,52,21.32188226820514,0.37089032
2,49,21.16878074088037,0.4487856
2,51,21.008632684120816,0.4968052
2,55,20.871591029336958,0.38265073
2,63,20.749100952521136,0.42248416
2,61,20.591080251353652,0.5618205
2,60,20.43268753039353,0.7195123
2,60,20.284535074831613,0.652413
2,64,20.1587833915978,0.51427543
2,62,20.01775052014436,0.3502097
2,69,19.86536711693733,0.4980709
2,63,19.72743992783524,0.3523347
2,59,19.56879764543401,0.42823544
2,60,19.423539331054254,0.37591097
2,76,19.298172345487867,0.46474543
2,64,19.174907254295476,0.2655132
2,64,19.026409003731686,0.41942114
2,57,18.860955732940972,0.3578155
2,56,18.71973675106807,0.32969332
2,68,18.5782839980704,0.4315224
2,67,18.44559147862133,0.34659934
2,69,18.31652901249337,0.47456616
2,65,18.163870122550577,0.25321022
2,60,18.028311992692814,0.25823295
2,68,17.90000153786171,0.30438823
2,68,17.7666556939039,0.28537947
2,59,17.625616469335917,0.28020608
2,51,17.485115556422073,0.32515877
2,56,17.320653748522417,0.33621892
2,66,17.172893460042868,0.36186412
2,69,17.03712783962694,0.3762718
2,61,16.892372826901667,0.3052259
2,57,16.7579554036186,0.27791575
2,59,16.616271369579415,0.21557188
2,63,16.481860293647426,0.19588494
2,69,16.340030235732236,0.19876575
2,64,16.207081284505,0.21181278
2,60,16.066844263546855,0.17814736
2,52,15.906275491811535,0.29925993
2,61,15.742748352657548,0.28494146
2,65,15.606610295114232,0.29780695
2,58,15.484447311186969,0.331572
2,61,15.345918808004784,0.27867725
2,57,15.206806032010762,0.17007218
2,67,15.07611427662361,0.24824212
2,65,14.934465734545682,0.17838599
2,64,14.787904148974011,0.19041108
2,55,14.670591036588533,0.20145056
2,57,14.528655591996278,0.23252892
2,63,14.384347440681239,0.2646668
2,57,14.22320111210312,0.427742
2,58,14.08032220468112,0.34365338
2,59,13.96649524821881,0.31608814
2,58,13.832308217691988,0.36066845
2,53,13.695813291046253,0.3378994
2,51,13.593025020888064,0.33761773
2,50,13.440947147072334,0.3750072
2,53,13.30310054372691,0.2560526
2,50,13.179739463007282,0.2536929
2,51,13.050343541756611,0.37429032
2,47,12.8831128248115,0.51608324
2,43,12.738704605249204,0.37720683
2,49,12.581910532308537,0.32471132
2,54,12.467209010872967,0.46576858
2,53,12.335853372463598,0.43387508
2,63,12.222159538158715,0.5173823
2,61,12.07510872892037,0.64308375
2,61,11.951103087918174,0.3396101
2,59,11.828227480667218,0.41229147
2,56,11.681735590906055,0.36536965
2,60,11.544793142299522,0.2647042
2,58,11.40294720039881,0.26886487
2,56,11.2672498101212,0.33519292
2,55,11.124136496967603,0.3251656
2,57,10.989797469286259,0.3865641
2,57,10.851097894069383,0.32481125
2,68,10.750713578880092,0.36238438
2,67,10.604177138404582,0.39934123
2,61,10.467728430746497,0.23507641
2,62,10.326020574775619,0.24621686
2,64,10.19963729983569,0.25108647
2,59,10.067318962249312,0.23313457
2,64,9.923553009304893,0.46813905
2,70,9.813745123692817,0.6359727
2,60,9.66192224101669,0.28743234
2,57,9.548525474307228,0.33236608
2,60,9.433608995389317,0.49647984
2,69,9.333113314965743,0.49795717
2,61,9.228051265480152,0.5340309
2,61,9.08927196963593,0.6774936
2,60,8.922951815345794,0.6029793
2,61,8.810727700156805,0.49995056
2,52,8.676189609179984,0.33146167
2,49,8.597614555625857,0.31582102
2,49,8.512426632610124,0.43613368
2,57,8.367694466076445,0.47500795
2,54,8.205711082014538,0.3267511
2,61,8.119966421224287,0.38871938
2,64,8.007697268033679,0.4390708
2,61,7.934376499970895,0.36504135
2,63,7.843579557481078,0.39134815
2,63,7.740384480871181,0.33772683
2,62,7.654946708360099,0.29142746
2,56,7.562752390924828,0.42950425
2,58,7.4500323460646625,0.39201275
2,59,7.376319985644877,0.33472914
2,56,7.269254114049823,0.39069843
2,55,7.197311086410111,0.43627483
2,51,7.12691529454,0.43577796
2,52,7.037266275560477,0.37593177
2,56,7.014540531387601,0.36427507
2,49,6.979955500495669,0.25364965
2,34,6.794874040784678,0.21145453
2,36,6.725040100211603,0.22306533
2,35,6.7059060242468,0.21579488
2,27,6.705351335795124,0.20810528
2,25,6.65256403125939,0.18831676
2,23,6.545779576390436,0.18910812
2,26,6.563027240683841,0.18907449
2,26,6.53854290719767,0.19920003
2,26,6.533744438662781,0.22939718
2,22,6.431149628060843,0.22634792
2,21,6.386343424848005,0.2252797
2,19,6.308913051776367,0.17403495
2,25,6.3645462476548,0.26037785
2,36,6.356065000412337,0.38603804
3,107,2.921360334102248,1.1237268
3,95,2.9426108526677517,1.3752605
3,109,3.0204298454750593,1.6466838
3,102,3.0683284606162418,1.4100837
3,110,3.1705871464588706,1.418458
3,123,3.2994289643671255,1.436289
3,111,3.3775415603677432,1.2413394
3,119,3.4521070272933,1.2283864
3,111,3.532869760846151,1.1677911
3,105,3.627541429797457,1.2429454
3,107,3.701485361060652,1.1237354
3,98,3.7782939150496624,1.0869662
3,98,3.8640112112774814,1.1337079
3,115,3.996006048090683,1.1861275
3,113,4.096571419932418,1.1710324
3,100,4.190881985727574,0.49121463
3,96,4.322795350289483,1.1346898
3,104,4.450833518396635,1.1809708
3,121,4.563756189024545,1.2439182
3,124,4.669640553818694,1.1961782
3,122,4.772825411805295,1.2793007
3,113,4.836758276294266,1.0939361
3,121,4.974561629903011,1.3811563
3,123,5.110275313361227,1.4688169
3,128,5.234015251881597,1.5106525
3,127,5.34848064722058,1.5476923
3,122,5.42919508142068,1.6107951
3,113,5.4842107320177185,1.5404874
3,111,5.560144751649644,1.462969
3,103,5.6599530087249414,1.4167306
3,108,5.796895546981687,1.30726
3,105,5.9395630772020445,1.4199522
3,108,6.075502226072477,1.6279517
3,108,6.222641343572048,1.8758986
3,92,6.427766546559348,1.4393873
3,105,6.5615716397908574,1.5600165
3,106,6.72622289552582,1.6273634
3,102,6.863831162245512,1.5159887
3,106,6.987805648609379,1.6313176
3,115,7.093516869590744,1.5455827
3,116,7.220328188954651,1.5784792
3,127,7.37498306584932,1.7046939
3,122,7.512760648161854,1.7908309
3,118,7.637004825371975,1.5909767
3,121,7.813061029967429,1.6409572
3,119,7.968317678528585,1.7413528
3,136,8.156465580404195,1.8424456
3,143,8.288363970587103,1.7403982
3,138,8.44983300866426,2.051681
3,139,8.586561115708056,2.3048658
3,140,8.697795861818282,2.0789068
3,154,8.815207720203004,1.8824134
3,169,8.948743317535111,1.8728609
3,168,9.05319635413458,1.6610101
3,161,9.192524874031502,1.8165506
3,153,9.312468245724208,1.8271322
3,153,9.452657275153348,1.8777764
3,160,9.603421266322524,1.7567292
3,167,9.732231019031243,1.7305554
3,161,9.872542226280533,1.9005492
3,158,10.004595161351949,1.926239
3,161,10.155791051191661,2.0363362
3,164,10.321894174836018,1.7855778
3,170,10.424976723442464,1.6906004
3,176,10.53504075490733,1.6512619
3,177,10.68516220709268,1.8249977
3,174,10.823339946021688,1.8980542
3,184,10.95965559605143,1.8663518
3,194,11.116647197240601,2.0213563
3,185,11.239154950851598,1.7761467
3,196,11.371195169590223,1.6625141
3,194,11.499066946271494,1.8748556
3,183,11.646759962925026,2.152814
3,189,11.769796651626137,2.0329003
3,202,11.897345007857176,2.1125114
3,207,12.018060735787047,1.6814578
3,192,12.141861364044923,1.8277016
3,195,12.263616964639251,2.0069523
3,194,12.405316478727743,2.02591
3,206,12.554385478104676,2.340433
3,205,12.6796760228697,1.9606106
3,218,12.813128536598027,1.6862104
3,200,12.945226849240939,1.8097264
3,199,13.093964764320955,2.0589752
3,196,13.242869048232867,2.503236
3,207,13.376919804225942,2.3359387
3,206,13.51757061727639,1.6854757
3,219,13.642238676921547,1.6970897
3,214,13.784989318754763,1.9596746
3,206,13.919971253797886,2.0251148
3,208,14.064472068215244,2.069377
3,213,14.202225357217886,1.9684777
3,214,14.326260605014808,1.8297546
3,217,14.46609065562894,1.8583075
3,209,14.60383514608238,1.9810233
3,197,14.737424295453936,1.9611237
3,206,14.873805479446302,2.1756291
3,210,15.018218747184216,2.4360976
3,227,15.155991120968462,1.9173431
3,222,15.290315316853876,1.7526636
3,221,15.434548252134286,1.9017029
3,212,15.564004338634941,2.184496
3,213,15.703340899726388,2.2903821
3,219,15.84578138049059,2.1455426
3,204,15.9875515791319,1.5097216
3,215,16.107510766136933,1.5248159
3,208,16.23053857841962,1.7908382
3,197,16.378403834082313,1.7851602
3,203,16.50864060148619,1.8568274
3,214,16.653869571478943,1.6588162
3,215,16.77464872305836,1.5364784
3,224,16.914327365098817,1.6033798
3,219,17.036308967129738,2.0042574
3,212,17.17082909383029,2.2074592
3,206,17.303312054102665,2.1584604
3,211,17.438871124851776,1.8685042
3,211,17.568692261872737,1.4892684
3,217,17.70303959051946,1.4389081
3,209,17.821611960397085,1.8701206
3,214,17.959578738355727,2.1942923
3,207,18.096990264161118,2.318584
3,209,18.247665462129966,1.876997
3,215,18.380097862119577,1.669844
3,216,18.505709966642986,1.6348302
3,203,18.631892469563564,2.0038924
3,193,18.758867049117008,2.1236823
3,211,19.040038251744715,1.7627486
3,205,19.283213004669047,1.5176067
3,194,19.40535714287689,1.8483338
3,201,19.700846044598936,1.8718988
3,205,19.814139928200017,1.602611
3,201,19.94494354423608,1.5931551
3,194,20.071345600898752,1.6844965
3,190,20.189444255240367,1.7431321
3,184,20.336022514174346,1.8782622
3,175,20.45493564896326,1.5831767
3,181,20.572487696046636,1.338674
3,171,20.6786409843199,1.2921444
3,171,20.800203162971815,1.5612373
3,159,20.95860243325884,1.7746526
3,168,21.103588194528534,1.6568542
3,184,21.24111005525872,1.6084974
3,174,21.371279989227443,1.4342735
3,176,21.48296586332073,1.4124143
3,165,21.599841147773898,1.3996242
3,163,21.745545592943145,1.4804153
3,166,21.90037092010883,1.5404842
3,164,22.007298545758076,1.5434308
3,173,22.123931766241327,1.4255872
3,164,22.23465412379391,1.6168003
3,161,22.35593133964474,1.7124324
3,169,22.512720119178493,1.8583394
3,165,22.63988844551384,2.142943
3,171,22.777206658865985,1.8644813
3,159,22.890953032584232,1.8805932
3,163,23.00680212080457,1.8213495
3,168,23.132940780007214,1.7254562
3,164,23.26360118075186,1.9466149
3,164,23.40183321627376,1.9803976
3,158,23.523453434672255,2.196443
3,163,23.625452119619403,1.8068275
3,160,23.74403366220084,1.8223422
3,160,23.883026558911194,1.8544008
3,161,24.011065709989683,1.9683559
3,169,24.133108228844506,2.3086793
3,154,24.260939903838864,2.231507
3,151,24.383931073462808,1.8199447
3,156,24.513775100029324,2.653016
3,149,24.64464718360172,1.9261249
3,152,24.756721013518444,2.0029278
3,158,24.897631954678708,2.0510914
3,146,25.015706904549567,2.0116022
3,149,25.15618211983417,2.26085
3,147,25.265831451718213,3.0894556
3,152,25.3949432428748,2.0435126
3,145,25.52605549113754,2.4046412
3,145,25.638088248948662,2.1913753
3,146,25.768319633188067,2.5108283
3,143,25.889345523712866,2.2671297
3,143,26.021637854352043,2.1003551
3,143,26.1459122513504,1.8532797
3,132,26.271835466739503,3.140944
3,135,26.40289236719675,2.2116773
3,138,26.525956696237948,2.2790852
3,136,26.640052808626347,1.8007287
3,140,26.78057691023812,1.9049363
3,139,26.9158898839084,1.8317018
3,128,27.00074531247283,2.0393257
3,127,27.16162781685804,2.4157472
3,124,27.258668928747287,1.9879092
3,129,27.378522022775314,1.6795211
3,121,27.490035971304742,1.7541487
3,122,27.623766229820998,1.7767617
3,114,27.750064446826112,1.9421949
3,120,27.87883675795712,2.192771
3,112,27.991101815471918,2.0767777
3,113,28.13511601747041,1.7106059
5,173,28.935764338196616,5.388579
5,174,28.930210944172355,5.4554205
5,161,29.002754183619693,5.6674767
5,163,29.029943678339308,5.5172853
5,156,29.060707207057277,4.898013
5,160,29.08733124637274,4.442312
5,166,29.13634926061649,4.31418
5,153,29.129052193249574,4.020173
5,156,29.184177785848952,4.5760202
5,156,29.17946637506988,5.093366
5,158,29.209479053735315,5.415205
5,162,29.17996795696106,5.964023
5,153,29.2206297783913,5.9371886
5,146,29.224089075507006,7.247039
5,156,29.22304077738724,7.516279
5,164,29.22582026782827,7.806976
2,66,27.962106225404256,0.9334878
2,72,27.893782019336193,1.0228193
2,68,27.744351969294332,0.98862785
2,66,27.620830208621086,1.0111679
2,70,27.42935129008888,0.90063196
