Timestamp,ObjectID,FrameIndex,PredInd,Coord_X,Coord_Y,Coord_Z,Speed_X,Speed_Y,Speed,Longitude,Latitude,Elevation,Point_Cnt,Dir_X_Bbox,Dir_Y_Bbox,Height,Length,Width,Area,Dis,Max_Length,Class
2022-09-21 14:34:05.857988119,5,1,0,7.304757960497833,-20.97640753968544,0.0,0.0,0.0,0.0,-119.82849159973321,39.52836672615677,1318.0122909601778,7.0,0.2946026027202606,0.9556198716163636,0.2946245101417366,1.2307372093200684,0.2208041399717331,0.2717518806457519,22.718857142857143,1.2307372093200684,2
2022-09-21 14:34:05.957988024,5,2,1,7.304757960497833,-20.97640753968544,0.0,0.0,0.0,0.0,-119.82849159973321,39.52836672615677,1318.0122909601778,7.0,0.2946026027202606,0.9556198716163636,0.2946245101417366,1.2307372093200684,0.2208041399717331,0.2717518806457519,22.718857142857143,1.2307372093200684,2
2022-09-21 14:34:06.057988167,5,3,1,7.304757960497833,-20.97640753968544,0.0,0.0,0.0,0.0,-119.82849159973321,39.52836672615677,1318.0122909601778,7.0,0.2946026027202606,0.9556198716163636,0.2946245101417366,1.2307372093200684,0.2208041399717331,0.2717518806457519,22.718857142857143,1.2307372093200684,2
2022-09-21 14:34:06.157988071,5,4,1,7.304757960497833,-20.97640753968544,0.0,0.0,0.0,0.0,-119.82849159973321,39.52836672615677,1318.0122909601778,7.0,0.2946026027202606,0.9556198716163636,0.2946245101417366,1.2307372093200684,0.2208041399717331,0.2717518806457519,22.718857142857143,1.2307372093200684,2
2022-09-21 14:34:06.257988214,5,5,1,7.304757960497833,-20.97640753968544,0.0,0.0,0.0,0.0,-119.82849159973321,39.52836672615677,1318.0122909601778,7.0,0.2946026027202606,0.9556198716163636,0.2946245101417366,1.2307372093200684,0.2208041399717331,0.2717518806457519,22.718857142857143,1.2307372093200684,2
2022-09-21 14:34:06.357988119,5,6,1,7.304757960497833,-20.97640753968544,0.0,0.0,0.0,0.0,-119.82849159973321,39.52836672615677,1318.0122909601778,7.0,0.2946026027202606,0.9556198716163636,0.2946245101417366,1.2307372093200684,0.2208041399717331,0.2717518806457519,22.718857142857143,1.2307372093200684,2
2022-09-21 14:34:06.457988024,5,7,1,7.304757960497833,-20.97640753968544,0.0,0.0,0.0,0.0,-119.82849159973321,39.52836672615677,1318.0122909601778,7.0,0.2946026027202606,0.9556198716163636,0.2946245101417366,1.2307372093200684,0.2208041399717331,0.2717518806457519,22.718857142857143,1.2307372093200684,2
2022-09-21 14:34:06.557988167,5,8,1,7.304757960497833,-20.97640753968544,0.0,0.0,0.0,0.0,-119.82849159973321,39.52836672615677,1318.0122909601778,7.0,0.2946026027202606,0.9556198716163636,0.2946245101417366,1.2307372093200684,0.2208041399717331,0.2717518806457519,22.718857142857143,1.2307372093200684,2
2022-09-21 14:34:06.657988071,5,9,1,7.304757960497833,-20.97640753968544,0.0,0.0,0.0,0.0,-119.82849159973321,39.52836672615677,1318.0122909601778,7.0,0.2946026027202606,0.9556198716163636,0.2946245101417366,1.2307372093200684,0.2208041399717331,0.2717518806457519,22.718857142857143,1.2307372093200684,2
2022-09-21 14:34:06.757988214,5,10,1,7.304757960497833,-20.97640753968544,0.0,0.0,0.0,0.0,-119.82849159973321,39.52836672615677,1318.0122909601778,7.0,0.2946026027202606,0.9556198716163636,0.2946245101417366,1.2307372093200684,0.2208041399717331,0.2717518806457519,22.718857142857143,1.2307372093200684,2
2022-09-21 14:34:06.857988119,5,11,1,7.304757960497833,-20.97640753968544,0.0,0.0,0.0,0.0,-119.82849159973321,39.52836672615677,1318.0122909601778,7.0,0.2946026027202606,0.9556198716163636,0.2946245101417366,1.2307372093200684,0.2208041399717331,0.2717518806457519,22.718857142857143,1.2307372093200684,2
2022-09-21 14:34:05.857988119,6,1,0,-8.626136230523802,-25.052118673000734,0.0,0.0,0.0,0.0,-119.82869227121533,39.528280208414444,1318.012265700847,6.0,0.9883694052696228,0.152071863412857,0.1811759756396926,0.956660270690918,0.0253691598773002,0.0242696665227413,26.83,0.956660270690918,2
2022-09-21 14:34:05.957988024,6,2,1,-8.626136230523802,-25.052118673000734,0.0,0.0,0.0,0.0,-119.82869227121533,39.528280208414444,1318.012265700847,6.0,0.9883694052696228,0.152071863412857,0.1811759756396926,0.956660270690918,0.0253691598773002,0.0242696665227413,26.83,0.956660270690918,2
2022-09-21 14:34:06.057988167,6,3,1,-8.626136230523802,-25.052118673000734,0.0,0.0,0.0,0.0,-119.82869227121533,39.528280208414444,1318.012265700847,6.0,0.9883694052696228,0.152071863412857,0.1811759756396926,0.956660270690918,0.0253691598773002,0.0242696665227413,26.83,0.956660270690918,2
2022-09-21 14:34:06.157988071,6,4,1,-8.626136230523802,-25.052118673000734,0.0,0.0,0.0,0.0,-119.82869227121533,39.528280208414444,1318.012265700847,6.0,0.9883694052696228,0.152071863412857,0.1811759756396926,0.956660270690918,0.0253691598773002,0.0242696665227413,26.83,0.956660270690918,2
